Category;ProductNaam;ProductNaamEngels;Eenheid;EenheidGewicht;Energie;Eiwit;Koolhydraat;VetTotaal;VetVerzadigd;VetOnverzadigd;VetzurenTrans;Linolzuur;Cholesterol;Alcohol;Vezels;Na;Ca;Fe;Mg;Se;Zn;K;P;VitamineA;VitamineB1;VitamineB2;VitamineB6;VitamineB12;VitamineC;VitamineD;VitamineE;Foliumzuur;Nicotz;totMdisac;totPdisac;eiwitP;PEiw,,,
Kruiden, specerijen;Bleekselderij rauw;Celery raw;stokje;60;12;1;2;0;0;0;0;0;0;0;1.8;150;80;0.5;12;0;0.1;400;40;241;0.08;0.15;0.1;0;25;0;0.2;12;0.8;1;1;4;40,,
Kruiden, specerijen;Bouillonblokje;Beef cube;blokje;3;226;15;16;12;5;7;1.8;0.4;3;0;0.5;21.6;13;0.7;7;;0.15;112;47;0;0.1;0.1;0;;1;0;;0;2.1;0.7;15;54;3.2,,
Kruiden, specerijen;Bouillonpoeder;Bouillon Powder;theelepel;2.5;193;18;25;3;1;1;0;0.2;0;0;0;21;0;0;;;;500;24;0;0;0;0;;0;0;;0;0;0;25;0;1.4,,
Kruiden, specerijen;Bouillonpoeder Na-;Bouillon Powder Na-;gram;1;391;8;72;8;4;4;2.2;0.4;;0;0.1;158;19;3.3;31;;0.1;2.152;26;0;;;;;;;;;;3.5;68.2;10;3.3,,
Kruiden, specerijen;Cayennepeper rood;Cayenne Pepper Red;theelepel;1;329;12;32;17;4;14;0;8.2;0;0;24.9;30;148;7.8;;;;2.014;293;0;0.33;0.92;;0;76;0;;;8.7;0;32;48;24.4,,
Kruiden, specerijen;Chilipoeder;Chili powder;pot;40;329;12;32;17;3;14;0;11.9;0;0;22;1.01;278;14.2;;;;1.916;303;0;0.35;0.79;0;0;64;0;;0;7.9;0;32;48;25.3,,
Kruiden, specerijen;Dipsaus kruidenmix;Herb dip;theelepel;1;288;22;41;4;0;4;0;1;0;0;10.3;452;1.468;97.9;;;;3.805;351;0;0.17;1.23;1;0;122;0;;;7.9;0;41;88;16,,
Kruiden, specerijen;Garnalenpasta trassie;Shrimp Pasta trassie;theelepel;5;203;37;3;5;1;4;0;0.1;200;0;2.7;14.36;100;3.1;4;;;800;250;0;0;;;;;0;;;;1;1.5;0;6.8,,
Kruiden, specerijen;Gemberpoeder;Ginger Powder;theelepel;2;53;1;10;1;0;1;0;0;0;0;1.1;6;23;2.1;38;;2.3;264;36;0;0.02;0.04;0.16;0;4;0;;;0.7;0;10;4;36,,
Kruiden, specerijen;Gemberwortel;Ginger root;stukje;15;53;1;10;1;0;1;0;0;0;0;1.1;6;23;2.1;38;;2.3;264;36;0;0.02;0.04;0.16;0;4;0;;;0.7;0;10;4;36,,
Kruiden, specerijen;Groene peper korrels;Green peppercorns;;;279;11;52;3;1;2;0;1;0;0;26.3;44;437;21.6;;;;1.259;173;0;0.11;0.24;;0;;0;;0;1.1;0;52;44;15.7,,
Kruiden, specerijen;Kaneel;Cinnamon;theelepel;1;267;4;56;3;1;2;0;1;0;0;24.4;26;1.228;38.1;61;15;1.97;500;60;0;0.77;0.14;0;0;28;0;;0;1.3;0;56;16;15,,
Kruiden, specerijen;Kerrie djawa;Curry djawa;theelepel;2;311;12;37;13;;14;0;;0;0;25;900;530;29.6;;;;1.26;;;;;;0;;0;;;;0;36.5;48;,,
Kruiden, specerijen;Kervel gedroogd;Dried chervil;theelepel;1;280;23;38;4;0;4;0;1;0;0;11.3;83;1.346;32;;;;4.74;450;0;;;1.23;0;;0;;0;;0;38;92;19.6,,
Kruiden, specerijen;Kervel vers;Fresh chervil;eetlepel;3;73;4;12;1;0;1;0;0;0;0;3.3;;;1.6;;;;;;;;;;0;35;0;;;;0;12;16;,,
Kruiden, specerijen;Knoflook vers;Fresh garlic;partje;2;136;6;28;0;0;0;0;0;0;0;0.9;4;38;1.4;23;2;1;620;134;0;0.2;0.08;0.38;0;14;0;0;4;0.6;22;6;24;22.3,,
Kruiden, specerijen;Kokosmelk santen;Coconut milk santen;beker;200;669;6;7;69;52;16;0;3.4;0;0;0;30;23;3.7;73;12;0.9;650;170;0;0.03;0.05;;0;0;0;1.4;9;0.9;7;0;24;28.3,,
Kruiden, specerijen;Komijnzaad gedroogd;Cumin seeds dried;eetlepel rond;5;406;18;34;22;2;20;0;10.6;0;0;10.5;168;931;66.4;370;;4.2;1.788;499;0;0.63;0.33;;0;8;0;;0;4.6;0;34;72;27.7,,
Kruiden, specerijen;Koriander vers;Fresh coriander;1/4 theelepel;0.25;20;4;1;0;0;0;0;0;0;0;9.1;25;40;7.1;52;1;0.9;700;30;445;0.06;0.3;0.12;0;125;0;1.7;124;1.4;0;1;16;7.5,,
Kruiden, specerijen;Kruidenmix (groente zakje);Seasoning (vegetable bag);groente zakje;;345;12;50;11;4;7;0;0.6;0;0;4.1;4.664;194;4.5;88;;1.88;1.144;260;600;0.15;0.25;0.25;0;33;0;;0;3.2;28;22;21;21.7,,
Kruiden, specerijen;Kruidenmix blok;Spice block;stuks;50;321;20;56;2;2;1;0;0.3;0;0;8.4;4.664;284;6.7;176;;5.1;1.784;426;1.1;0.7;0.25;0.7;0;18;0;;0;3.4;36;19.5;80;21.4,,
Kruiden, specerijen;Kruidenmix voor macaroni;Seasoning for macaroni;zakje;42;345;12;50;11;4;7;0;0.6;0;0;4.1;4.664;194;4.5;88;;1.88;1.144;260;600;0.15;0.25;0.25;0;33;0;;0;3.2;28;22;21;21.7,,
Kruiden, specerijen;Kruidnagel;Clove;zak;7;412;6;52;20;2;18;0;9.6;0;0;9.6;243;646;8.7;;;;1.102;105;0;0.12;0.27;;0;81;0;;;1.5;0;52;24;17.5,,
Kruiden, specerijen;Majoraan gedroogd;Dried marjoram;gram;1;283;13;42;7;1;6;0;2;0;0;18.1;77;1.99;82.7;;;;1.522;306;0;0.29;0.32;;0;51;0;;0;4.1;0;42;52;23.5,,
Kruiden, specerijen;Nootmuskaat;Nutmeg;bolletje;5;528;6;45;36;30;6;0;1;0;0;4;16;184;3;;;;350;213;0;0.35;0.06;;0;;0;;0;1.3;0;45;24;35.5,,
Kruiden, specerijen;Oregano gedroogd;Dried oregano;theelepel;1;330;11;49;10;2;8;0;1;0;0;15;15;1.576;44;;;;1.669;200;0;0.34;;;0;;0;;;6.2;0;49;44;18.2,,
Kruiden, specerijen;Paprika geel rauw;Yellow peppers raw;middel;100;28;1;6;0;0;0;0;0;0;0;1.8;6;7;0.4;11;0;0.24;250;35;77;0.03;0.07;0.18;0;155;0;6.5;55;0.8;5;1;4;35,,
Kruiden, specerijen;Paprika rode rauw;Raw red peppers;middel;100;28;1;6;0;0;0;0;0;0;0;1.8;6;7;0.4;11;0;0.24;250;35;77;0.03;0.07;0.18;0;155;0;6.5;55;0.8;5;1;4;35,,
Kruiden, specerijen;Paprikapoeder;Paprika;theelepel;1;317;15;35;13;2;11;0;6.6;0;0;20.9;34;177;23.6;;;;2.344;345;0;0.64;1.74;;0;71;0;;;15.3;0;35;60;23,,
Kruiden, specerijen;Peper;Pepper;1/4 theelepel;0.25;279;11;52;3;1;2;0;1;0;0;26.3;44;437;21.6;;;;1.259;173;0;0.11;0.24;;0;;0;;0;1.1;0;52;44;15.7,,
Kruiden, specerijen;Peper Spaanse rauw;Spanish pepper raw;reep;3;28;1;6;0;0;0;0;0;0;0;1.8;6;7;0.4;11;0;0.24;250;35;77;0.03;0.07;0.18;0;155;0;6.5;55;0.8;5;1;4;35,,
Kruiden, specerijen;Peterselie gedroogd;Dried parsley;theelepel;1;288;22;41;4;0;4;0;1;0;0;10.3;452;1.468;97.9;;;;3.805;351;0;0.17;1.23;1;0;122;0;;;7.9;0;41;88;16,,
Kruiden, specerijen;Peterselie vers;Fresh parsley;1/4 theelepel;0.25;20;4;1;0;0;0;0;0;0;0;9.1;25;40;7.1;52;1;0.9;700;30;445;0.06;0.3;0.12;0;125;0;1.7;124;1.4;0;1;16;7.5,,
Kruiden, specerijen;Provencaalse kruiden;Provencal herbs;theelepel;1;330;11;49;10;2;8;0;1;0;0;15;15;1.576;44;;;;1.669;200;0;0.34;;;0;;0;;;6.2;0;49;44;18.2,,
Kruiden, specerijen;Radijs rauw;Radish raw;bos;100;20;1;4;0;0;0;0;0;0;0;1;25;30;2;11;0;0.2;250;30;1;0.05;0.03;0.08;0;20;0;0;28;0.2;3;1;4;30,,
Kruiden, specerijen;Rettich;Radish;stuks;190;20;1;4;0;0;0;0;0;0;0;1;25;30;2;11;0;0.2;250;30;1;0.05;0.03;0.08;0;20;0;0;28;0.2;3;1;4;30,,
Kruiden, specerijen;Rozemarijn gedroogd;Dried rosemary;theelepel;1;339;5;46;15;1;14;0;4;0;0;17.6;50;1.28;29.2;;;;955;70;0;0.51;;;0;61;0;;;1;0;46;20;14,,
Kruiden, specerijen;Sambal gebakken;Sambal fried;theelepel;3;352;5;16;30;5;25;0;15.7;0;0;0.8;1.85;97;0.5;;;;487;;;;;;0;;0;;10;;0;15.5;20;,,
Kruiden, specerijen;Sambal oelek;Sambal oelek;theelepel;3;27;2;4;1;0;0;0;0.5;0;0;0.8;4.8;18;0.5;12;;0.2;202;18;364;0.1;0.1;0.1;0;181;0;;10;0.4;3.7;0;7;10,,
Kruiden, specerijen;Sambal oelek Na-;After sambal oelek-;theelepel;3;46;3;4;2;0;2;0;1.4;0;0;0.8;50;;0.5;;;;4;;;;;;0;;0;;10;;0;4;12;,,
Kruiden, specerijen;Santen kokosmelk;Santen coconut milk;beker;200;669;6;7;69;52;16;0;3.4;0;0;0;30;23;3.7;73;12;0.9;650;170;0;0.03;0.05;;0;0;0;1.4;9;0.9;7;0;24;28.3,,
Kruiden, specerijen;Seitan;Seitan;stukje;75;90;20;3;0;0;0;0;0;0;0;0.8;846;35;2.1;23;;1.1;109;;0;0.02;0.04;;0;;0;;;;0;3;78;,,
Kruiden, specerijen;Serehpoeder;Serehpoeder;gram;1;167;5;30;3;1;2;0;0;0;0;24.4;20;206;0;;;;1.236;;0;;;;0;;0;;;;30;0;20;,,
Kruiden, specerijen;Speculaaskruiden;Spices;theelepel;1;267;4;56;3;1;2;0;1;0;0;24.4;26;1.228;38.1;61;15;1.97;500;60;0;0.77;0.14;0;0;28;0;;0;1.3;0;56;16;15,,
Kruiden, specerijen;Sterkers rauw;Cherry Star Raw;broodbeleg;2;8;2;0;0;0;0;0;0;0;0;3.3;80;250;2.5;44;0;0.46;500;80;0;0.01;0.1;0.17;0;50;0;3.6;80;1;0;0;8;40,,
Kruiden, specerijen;Tamarinde;Tamarind;blokje;25;300;3;72;0;0;0;0;0;0;0;0.3;3;55;0.1;;;;570;110;0;0.44;0.16;;0;6;0;;;2.1;10;62;12;36.7,,
Kruiden, specerijen;Tijm gedroogd;Dried thyme;theelepel;1;264;14;43;4;0;4;0;1;0;0;17.8;34;2.113;4.2;;;;3.433;490;0;0.15;0.32;;0;61;0;;0;6.9;0;43;56;35,,
Kruiden, specerijen;Trassie garnalenpasta;Trassie shrimp paste;theelepel;5;203;37;3;5;1;4;0;0.1;200;0;2.7;14.36;100;3.1;4;;;800;250;0;0;;;;;0;;;;1;1.5;0;6.8,,
Kruiden, specerijen;Tuinkers rauw;Cress raw;broodbeleg;2;8;2;0;0;0;0;0;0;0;0;3.3;80;250;2.5;44;0;0.46;500;80;0;0.01;0.1;0.17;0;50;0;3.6;80;1;0;0;8;40,,
Kruiden, specerijen;Ve-tsin;Monosodium glutamate;theelepel;2;0;0;0;0;0;0;0;0;0;0;0;14;;0;;;;;;0;0;0;0;0;0;0;;;0;0;0;0;,,
Snacks, noten, zoutjes;Amandelen gepeld;Peeled almonds;handje;25;591;19;5;55;4;51;0;10;0;0;14.3;5;250;4;260;4;3.1;900;450;0;0.12;0.35;0.1;0;0;0;24;35;3.5;2;3;76;23.7,
Snacks, noten, zoutjes;Amandelen noten;Almonds nuts;handje;25;591;19;5;55;4;51;0;10;0;0;14.3;5;250;4;260;4;3.1;900;450;0;0.12;0.35;0.1;0;0;0;24;35;3.5;2;3;76;23.7,
Snacks, noten, zoutjes;Augurken Na- glas;After-glass pickles;middel;22;24;1;5;0;0;0;0;0;0;0;1.3;16;20;0.2;10;0;0.18;120;21;13;0.02;0.03;0.04;0;2;0;0.4;4;0;5;0;4;21,
Snacks, noten, zoutjes;Augurken zoetzuur glas;Gherkins sour glass;middel;22;18;1;4;0;0;0;0;0;0;0;1.3;350;16;0.2;10;0;0.18;56;21;13;0;0;0.04;0;2;0;0.4;4;0;3.4;0.2;4;23.3,
Snacks, noten, zoutjes;Augurken zoetzuur z suiker;Sugar sweet and sour pickles z;stuks;10;13;1;2;0;0;0;0;0;0;0;1.3;350;16;0.2;10;0;0.18;85;21;13;0;0;0.04;0;2;0;0.4;4;0;0;1.5;4;19.1,
Snacks, noten, zoutjes;Bamibal bereid;Bamibal prepared;stuks;85;274;7;30;14;7;7;7.4;1;20;0;0;776;39;1.7;7;5;1.21;164;85;7;0.05;0.03;0.07;;6;0.2;2.2;6;1.1;2;28;20;12.1,
Snacks, noten, zoutjes;Barbecuepizza;Barbecue Pizza;stuks;100;287;12;35;11;2;9;0.1;1.9;18;0;1.4;672;21;0.7;19;4;1.07;276;150;29;0.15;0.09;0.07;0.59;0;0.3;2.1;;1.4;7;28;24;12.5,
Snacks, noten, zoutjes;Bierworstje Bifiworstje;Beer Sausage Bifiworstje;middel;30;392;19;1;35;14;21;0.2;2.3;32;0;0;1.58;14;1.9;17;11;2.69;225;160;10;0.11;0.15;0.2;1.2;0;0.3;0.1;2;4;0.8;0;0;8.4,
Snacks, noten, zoutjes;Biscuitje zout;Salt biscuit;stuks;4;503;8;63;24;11;13;3;1.6;0;0;2;700;38;1.6;24;4;0.41;227;112;0;0.03;0.03;0.04;0;0;0.1;1.9;13;1;11.1;50.8;32;14,
Snacks, noten, zoutjes;Bitterbal bereid in oven;Bitterbal prepared in oven;stuks;17;298;11;23;18;9;9;2;1;32;0;0;726;;1.7;;;;155;;3;;;;;;;;;;3;20;20;,
Snacks, noten, zoutjes;Bitterbal gefrituurd;Fried croquette;rondje;16;233;11;17;14;6;8;2.8;0.5;22;0;0;630;21;1.7;19;5;1.4;147;90;3;0.04;0.01;0.04;;0;0.7;1.8;;0.9;2.2;14.7;18;8.4,
Snacks, noten, zoutjes;Bladerdeeg rauw;Puff raw;gram;1;611;7;40;47;21;26;5.8;3.2;0;0;1.4;600;15;0.6;10;5;0.32;50;50;155;0.32;0.26;0.1;0;0;0.7;0.1;5;3.8;4;36;28;7.1,
Snacks, noten, zoutjes;Borrelnoten;Beer nuts;handje;25;553;16;47;33;8;26;0;7.6;0;0;5.5;1;37;0.9;210;3;1.18;350;350;0;0.11;0.09;0.57;0;0;0;4.5;12;16;5;42;65;21.5,
Snacks, noten, zoutjes;Cashew noten;Cashew nuts;handje;15;623;19;22;51;10;41;0;8.5;0;0;7.7;14;50;5;243;34;4.38;552;400;0;0.6;0.2;0.35;0;0;0;1.3;50;2;9;13;76;21.1,
Snacks, noten, zoutjes;Cervelaatworst;Saveloy;broodbeleg;15;392;19;1;35;14;21;0.2;2.3;32;0;0;1.58;14;1.9;17;11;2.69;225;160;10;0.11;0.15;0.2;1.2;0;0.3;0.1;2;4;0.8;0;0;8.4,
Snacks, noten, zoutjes;Chips;Chips;zakje;25;536;5;51;35;15;19;0.2;3.2;2;0;4.6;385;27;2.3;60;1;1.3;1.048;150;7;0.1;0.04;0.72;0;11;0;4.3;12;2.1;0.6;50.6;21;28.3,
Snacks, noten, zoutjes;Chips light;Light Chips;handje;10;464;7;57;23;5;18;0;2;2;0;4.7;578;27;2.3;60;1;1.3;1.048;150;7;0.1;0.04;0.72;0;11;;;12;2.1;0.9;56.4;28;21.7,
Snacks, noten, zoutjes;Chips tortilla;Tortilla chips;handje;13;479;7;63;22;9;13;0;2.5;0;0;4.3;288;154;1.5;88;7;1.53;197;205;38;0.08;0.18;0.29;0;0;0;1.4;10;1.3;1;61.5;28;29.7,
Snacks, noten, zoutjes;Chocoladepinda's;Chocolate Peanuts;handje;17;514;10;57;27;11;16;0.1;4;9;0;2.3;58;130;1.6;69;1;1.1;364;126;13;0.1;0.18;0.2;0;0;0.4;1.4;;3.3;53.1;4.2;29;12.4,
Snacks, noten, zoutjes;Chorizo;Chorizo;broodbeleg;15;386;18;0;35;14;21;0.2;2.4;32;0;0;1.358;35;1.5;10;0;1.7;302;167;10;0.18;0.2;0.1;1.4;0;0.3;0.3;2;2.6;0.2;0;0;9.5,
Snacks, noten, zoutjes;Cocktailworstje;Cocktail Sausage;middel;30;200;13;6;14;5;9;0.1;1.5;154;0;0.5;1;22;1.1;10;7;1.4;117;150;6;0.5;0.08;0.09;0.44;0;0.7;0.2;1;4;0.2;5.3;0;11.5,
Snacks, noten, zoutjes;Drumsticks bereid mz;Drumsticks prepared mz;grote;80;230;26;0;14;5;9;0.3;2.6;;0;0;500;;1.3;25;;2.13;306;209;;0.06;0.21;0.27;0.29;;;;9;;0;0;0;8.1,
Snacks, noten, zoutjes;Drumsticks bereid zz;Drumsticks prepared zz;grote;80;230;26;0;14;5;9;0.3;2.6;;0;0;99;;1.3;25;;2.13;306;209;;0.06;0.21;0.27;0.29;;;;9;;0;0;0;8.1,
Snacks, noten, zoutjes;Eiersalade;Egg Salad;beleg toast ;;250;7;6;22;3;19;0.1;4.8;717;0;1.4;431;25;1.6;7;16;1.07;87;99;54;0.04;0.17;0.05;0.9;0;1.4;17.1;34;0.1;6;0.1;0;13.9,
Snacks, noten, zoutjes;Filet americain;Fillet Americain;broodbeleg;20;147;18;2;7;2;6;0.1;2.6;46;0;0;757;6;1.8;21;7;3.29;305;153;4;0.03;0.05;0.24;1.6;0;0.1;1.3;4;5;1.2;0.6;0;8.4,
Snacks, noten, zoutjes;Frikandel bereid;Frikandel prepared;middel;63;259;13;8;19;6;13;0.6;2.5;55;0;0;1.1;86;2;21;11;1;196;174;27;0.07;0.1;0.15;;0;0.6;1.3;;7.6;0;8.1;0;13.4,
Snacks, noten, zoutjes;Frites sticks;Fries sticks;handje;10;484;7;58;25;11;14;0.2;2.3;0;0;4;700;27;2.3;60;1;1.3;1.048;150;7;0.11;0.07;0.32;0;11;0;3.1;12;4.6;1.3;56.3;29;20.5,
Snacks, noten, zoutjes;Ham-preisalade;Ham-leek salad;beleg toast klein;12;239;3;9;21;2;20;0;4.3;55;0;1.9;519;25;0.4;8;3;0.34;132;76;22;0.1;0.08;0.1;0.13;3;0.1;18.2;21;0.5;4.5;4;2;22.4,
Snacks, noten, zoutjes;Haring gezouten;Salted herring;broodbeleg;45;167;19;1;10;3;7;0;0;59;0;0;1.089;40;1.5;34;49;0.62;292;250;22;0;0.25;0.3;9;0;9.6;1.2;7;4;0;0.5;0;13,
Snacks, noten, zoutjes;Haringfilet (tom.saus) blik;Herring fillet (tom.saus) tin;tom.saus;;167;15;3;11;3;8;0;0.4;90;0;0;312;150;2;61;24;0.53;295;250;32;0;0.2;0.1;10.4;0;;3.6;10;5.3;2.8;0.3;0;16.7,
Snacks, noten, zoutjes;Hazelnoten;Hazelnuts;handje;25;701;14;6;69;5;64;0;7.1;0;0;8.2;2;200;3;154;0;2.4;600;300;0;0.4;0.07;0.25;0;6;0;25;53;2;5;1;56;21.4,
Snacks, noten, zoutjes;Hollandse nieuwe haring;Dutch new herring;broodbeleg;45;167;19;1;10;3;7;0;0;59;0;0;1.089;40;1.5;34;49;0.62;292;250;22;0;0.25;0.3;9;0;9.6;1.2;7;4;0;0.5;0;13,
Snacks, noten, zoutjes;Japanse mix+rijstcrac/pinda;Japanese mix + rijstcrac / peanut;handje;10;418;11;76;8;1;7;0;2.2;0;0;1.7;495;18;0.9;47;8;1.47;223;139;0;0.05;0.05;0.18;0;0;0;1.1;18;3.6;2.4;73.1;43;13,
Snacks, noten, zoutjes;Kaaskoekje gemiddeld;Cheese Biscuit average;stuks;2;505;13;41;32;17;15;1;1.6;79;0;1.5;898;232;1.2;32;7;1.5;184;235;225;;;;;;;3;;;2.7;38.4;17;18.4,
Snacks, noten, zoutjes;Kaassoesje;Kaassoesje;stuks;15;320;6;9;29;16;13;0.8;3;122;0;0.2;233;95;0.5;9;6;0.7;58;105;306;0.02;0.12;0.03;0.81;0;1.3;1.3;11;0.1;0.4;8.2;5;16.7,
Snacks, noten, zoutjes;Kaassouffle onbereid;Kaassouffle crude;stuks;50;166;7;21;6;3;3;0.1;0.7;23;0;0.4;220;146;0.3;16;3;0.7;146;129;45;0.04;0.16;0.06;0.34;1;0.3;0.3;9;0.3;4.7;16.3;10;18.4,
Snacks, noten, zoutjes;Kastanjes;Chestnuts;product ;;177;4;35;2;0;2;0;0.9;0;0;6.8;5;40;1;45;0;0;600;90;0;0.3;0.05;0.3;0;0;0;1.2;141;1;6;29;16;22.5,
Snacks, noten, zoutjes;Kerstomaatje rauw;Cherry tomato raw;stuks;12;11;1;2;0;0;0;0;0;0;0;1.3;10;10;0.3;10;0;0.15;256;26;43;0.05;0.02;0.08;0;15;0;0.7;8;0.5;1.9;0;4;28.9,
Snacks, noten, zoutjes;Kikkererwten geroosterd;Roasted chickpeas;handje;25;373;21;54;8;1;7;0;3.1;0;0;13.7;;;5;;;;;;;0.13;0.13;0.51;0;;;;;;1;52.6;85;,
Snacks, noten, zoutjes;Kip m vel bereid;Chicken prepared sheet m;product ;;230;26;0;14;5;9;0.3;2.6;;0;0;99;;1.3;25;;2.13;306;209;;0.06;0.21;0.27;0.29;;;;9;;0;0;0;8.1,
Snacks, noten, zoutjes;Kip-kerriesalade;Chicken-curry salad;beleg toast klein;15;278;8;7;24;3;21;0.2;6.8;161;0;1.9;466;16;0.4;18;6;0.41;154;86;28;0.11;0.07;0.1;0.12;1;0.4;20.8;3;1.7;7.1;0.2;0;10.4,
Snacks, noten, zoutjes;Kipkantje;Kipkantje;stuks;17;272;18;12;17;6;11;1.6;2.3;;0;0;474;;0.8;23;;0.73;231;165;;0.07;0.06;0.36;0.29;;;;9;;0;12.2;0;9.4,
Snacks, noten, zoutjes;Kipnugget gefrituurd;Fried chicken nuggets;stuks;17;272;18;12;17;6;11;1.6;2.3;;0;0;474;;0.8;23;;0.73;231;165;;0.07;0.06;0.36;0.29;;;;9;;0;12.2;0;9.4,
Snacks, noten, zoutjes;Kipnuggets bereid in olie;Chicken nuggets cooked in oil;stuks;17;272;18;12;17;6;11;1.6;2.3;;0;0;474;;0.8;23;;0.73;231;165;;0.07;0.06;0.36;0.29;;;;9;;0;12.2;0;9.4,
Snacks, noten, zoutjes;Kipnuggets bereid in oven;Chicken nuggets cooked in oven;stuks;17;254;14;18;14;5;9;1.3;1.8;;0;0;760;;0.9;25;;0.74;304;171;;0.08;0.06;0.24;0.29;;;;9;;2;16.4;0;11.9,
Snacks, noten, zoutjes;Kippenpoot bereid mz;Chicken Leg prepared mz;product ;;230;26;0;14;5;9;0.3;2.6;;0;0;500;;1.3;25;;2.13;306;209;;0.06;0.21;0.27;0.29;;;;9;;0;0;0;8.1,
Snacks, noten, zoutjes;Kippenpoot bereid zz;Chicken Leg prepared zz;product ;;230;26;0;14;5;9;0.3;2.6;;0;0;99;;1.3;25;;2.13;306;209;;0.06;0.21;0.27;0.29;;;;9;;0;0;0;8.1,
Snacks, noten, zoutjes;Kipsate met saus;Chicken satay with sauce;portie;50;187;18;7;10;3;7;0.2;2.5;51;0;0.9;660;20;1.6;47;8;1.3;352;200;0;0.04;0.04;0.21;;0;0.3;2.3;;9.2;0;6.8;18;11.3,
Snacks, noten, zoutjes;Knakworst;Wiener;middel;30;200;13;6;14;5;9;0.1;1.5;154;0;0.5;1;22;1.1;10;7;1.4;117;150;6;0.5;0.08;0.09;0.44;0;0.7;0.2;1;4;0.2;5.3;0;11.5,
Snacks, noten, zoutjes;Koekje zout;Cookie salt;stuks;8;611;7;40;47;21;26;5.8;3.2;0;0;1.4;600;15;0.6;10;5;0.32;50;50;155;0.32;0.26;0.1;0;0;0.7;0.1;5;3.8;4;36;28;7.1,
Snacks, noten, zoutjes;Kokos;Coconut;eetlepel punt;8;388;4;3;40;31;10;0;2;0;0;13.6;25;20;2;;;;400;90;0;0.03;0.01;0.04;0;0;;;19;0.3;1;2;16;22.5,
Snacks, noten, zoutjes;Kokosnootvlees;Coconut Meat;eetlepel punt;8;388;4;3;40;31;10;0;2;0;0;13.6;25;20;2;;;;400;90;0;0.03;0.01;0.04;0;0;;;19;0.3;1;2;16;22.5,
Snacks, noten, zoutjes;Komkommer rauw;Cucumber raw;eetlepel punt;30;8;1;1;0;0;0;0;0;0;0;0.7;5;18;0.2;10;0;0.12;124;24;17;0.03;0.01;0.03;0;0;0;0.1;5;0.2;1.2;0;3;30,
Snacks, noten, zoutjes;Komkommersalade;Cucumber Salad;beleg toast klein;15;171;1;8;15;3;12;0;4.6;12;0;0.4;500;22;0.4;8;0;0.15;128;30;12;0.02;0.02;0.02;0.05;4;0;0.1;4;0.1;5.5;2.5;3;30,
Snacks, noten, zoutjes;Korstgebak zout;Salt Crust Pastry;stuks;8;611;7;40;47;21;26;5.8;3.2;0;0;1.4;600;15;0.6;10;5;0.32;50;50;155;0.32;0.26;0.1;0;0;0.7;0.1;5;3.8;4;36;28;7.1,
Snacks, noten, zoutjes;Kroepoek bereid;Crackers prepared;handje;10;510;4;69;24;3;21;9.2;2.3;100;0;0.4;573;25;3.4;18;;;113;65;0;0;0.01;0.01;;0;0;0;0;;0;68.9;0;16.7,
Snacks, noten, zoutjes;Kroket;Croquette;stuks;65;233;11;17;14;6;8;2.8;0.5;22;0;0;630;21;1.7;19;5;1.4;147;90;3;0.04;0.01;0.04;;0;0.7;1.8;;0.9;2.2;14.7;18;8.4,
Snacks, noten, zoutjes;Kroket bereid in oven;Croquettes cooked in oven;grote;63;209;4;28;9;4;5;1;0.2;22;0;0;500;;1.7;;;;264;;3;;;;;;;;;;3;25;8;,
Snacks, noten, zoutjes;Kuit/hom gebakken;Roe / milt baked;stuks;50;262;14;4;21;3;18;0.6;;609;0;0.2;;;1;;;;;;75;;;;;;;;;;0;3.9;0;,
Snacks, noten, zoutjes;Lijnzaad;Linseed;eetlepel rond;5;407;19;13;31;3;28;0;4;0;0;34.8;0;260;0;181;;7.8;725;660;0;0.41;0.96;0;0;0;0;0.7;;0.9;0;13;76;34.7,
Snacks, noten, zoutjes;Loempia;Eggroll;stuks ;;177;7;19;8;1;7;0;1.3;99;0;2;608;34;1;16;3;0.73;166;81;8;0.09;0.08;0.09;0.17;5;0.4;1.2;;0.7;2.9;15.7;16;11.4,
Snacks, noten, zoutjes;M & M's met pinda's;M & M's with peanuts;handje;17;514;10;57;27;11;16;0.1;4;9;0;2.3;58;130;1.6;69;1;1.1;364;126;13;0.1;0.18;0.2;0;0;0.4;1.4;;3.3;53.1;4.2;29;12.4,
Snacks, noten, zoutjes;Minipizza;Mini Pizza;stuks;100;287;12;35;11;2;9;0.1;1.9;18;0;1.4;672;21;0.7;19;4;1.07;276;150;29;0.15;0.09;0.07;0.59;0;0.3;2.1;;1.4;7;28;24;12.5,
Snacks, noten, zoutjes;Mosselen in zuur glas;Mussels in acid glass;stuks;3;125;23;0;4;1;2;0;0;80;0;0;370;100;6.9;23;54;1.8;100;250;123;0.15;0.17;0.05;22;2;0;1.1;27;1.6;0;0;0;10.8,
Snacks, noten, zoutjes;Nasibal diepvries bereid;Nasibal frozen prepared;mini;10;296;6;31;17;8;8;2.6;1;20;0;0.8;776;39;1.7;;;;164;85;11;0.05;0.03;0.07;;;;;5;;0;31;19;14.7,
Snacks, noten, zoutjes;Nibbits;Nibbit;handje;8;476;3;65;23;11;12;0;2.3;0;0;3.3;1.358;20;1.2;43;1;0.6;602;120;0;0;0.08;;0;;0;;15;2.7;1.4;63.6;13;36.4,
